legacy_id,tree,namespace,subtype,status,source_license,licence_verdict,licence_reason,nearest_bundle_unit,content_cosine,nearest_by_slug,slug_jaccard,disposition,disposition_reason
@M01/system-font-stack-pattern,modules,@M01,pattern,validated,Apache-2.0,ADMISSIBLE,Apache-2.0 is already on license.policy.allow,@community/rule-web-safe-fallback-stack,0.2,@impeccable/template-toast-stack,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.2 away — genuinely absent knowledge
@M01/systematize-typography,modules,@M01,principle,validated,Refactoring UI,BLOCKED-NO-GRANT,Refactoring UI: commercial book; excerpt beyond quotation is not licensed,@community/rule-consistent-design-token-scale,0.119,@community/category-typography-scale,0.333,REJECT,Refactoring UI: commercial book; excerpt beyond quotation is not licensed
@M01/tabular-numbers-for-data,modules,@M01,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/constraint-monospace-tabular-numerics,0.236,@community/anti-pattern-magic-numbers,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.236 away — genuinely absent knowledge
@M01/text-wraps-over-truncation,modules,@M01,principle,validated,Apache-2.0,ADMISSIBLE,Apache-2.0 is already on license.policy.allow,@community/scope-localized-product,0.133,@community/anti-pattern-text-in-image,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.133 away — genuinely absent knowledge
@M01/three-tier-text-color,modules,@M01,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/constraint-text-color-three-shades,0.212,@community/constraint-text-color-three-shades,0.6,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.212 away — genuinely absent knowledge
@M01/variable-fonts-advantage,modules,@M01,concept,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/fact-variable-font-axes,0.234,@community/fact-variable-font-axes,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.234 away — genuinely absent knowledge
@M01/vertical-rhythm-baseline,modules,@M01,principle,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/fact-8pt-grid-system,0.174,@community/principle-vertical-rhythm,0.667,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.174 away — genuinely absent knowledge
@M01/weight-not-size-for-hierarchy,modules,@M01,principle,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-refactoring-ui-hierarchy,0.121,@community/rule-font-weight-not-style,0.333,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.121 away — genuinely absent knowledge
@M01/weight-strategy-400-500-600,modules,@M01,pattern,validated,Refactoring UI,BLOCKED-NO-GRANT,Refactoring UI: commercial book; excerpt beyond quotation is not licensed,@community/constraint-typography-weight-blacklist,0.16,@community/tradeoff-cache-strategy,0.167,REJECT,Refactoring UI: commercial book; excerpt beyond quotation is not licensed
@M02/anti-pattern-color-only-state,modules,@M02,anti-pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-color-only-meaning,0.139,@community/constraint-oklch-only-color,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/anti-pattern-oversaturated-brand,modules,@M02,anti-pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-brand-color-primary-only,0.104,@community/value-brand-hue,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/anti-pattern-pure-black,modules,@M02,anti-pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-color-dark-mode-pairing,0.129,@community/constraint-no-pure-black-text,0.667,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/anti-pattern-pure-white,modules,@M02,anti-pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/constraint-no-pure-black-text,0.179,@community/constraint-no-pure-white-bg,0.667,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/anti-pattern-rainbow-palette,modules,@M02,anti-pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-rainbow-explosion,0.202,@community/anti-pattern-rainbow-explosion,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/apca-future-standard,modules,@M02,reference,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/metric-contrast-ratio,0.145,,0.0,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/atmosphere-over-solid-colors,modules,@M02,principle,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-backgrounds-atmospheric,0.408,@anthropic-impeccable/pattern-undo-over-confirm,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/background-surface-separation,modules,@M02,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@anthropic-impeccable/template-dark-mode-surface-hierarchy,0.235,@community/fact-ios-background-hierarchy,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/border-contrast-minimum,modules,@M02,threshold,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/counter-example-low-contrast-focus,0.152,@community/rule-prefers-contrast,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/brand-color-for-primary-action,modules,@M02,constraint,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-brand-color-primary-only,0.252,@community/rule-brand-color-primary-only,0.6,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/color-cultural-meaning,modules,@M02,principle,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-hue-temperature-bias,0.18,@community/anti-pattern-color-only-meaning,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/color-plus-icon-plus-text,modules,@M02,constraint,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/anti-pattern-color-only-meaning,0.194,@community/constraint-text-color-three-shades,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/contrast-aa-large-text,modules,@M02,threshold,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@w3c/fact-wcag-contrast-aa,0.196,@community/check-contrast-aa,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/contrast-aa-non-text,modules,@M02,threshold,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-color-contrast,0.129,@community/check-contrast-aa,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/contrast-aa-normal-text,modules,@M02,threshold,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@w3c/fact-wcag-contrast-aa,0.292,@community/check-contrast-aa,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/contrast-aaa-enhanced,modules,@M02,threshold,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-contrast-ratio-aa-vs-aaa,0.185,@community/check-color-contrast-aaa,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/contrast-is-a-ratio-not-delta,modules,@M02,principle,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/metric-contrast-ratio,0.187,@community/metric-contrast-ratio,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/contrast-testing-in-workflow,modules,@M02,technique,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/provocation-accessibility-by-default,0.098,@community/rule-prefers-contrast,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/css-color-scheme-meta,modules,@M02,technique,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-color-scheme-meta-tag,0.386,@community/rule-color-scheme-meta-tag,0.6,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/dark-mode-brand-adjustment,modules,@M02,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@impeccable/template-oklch-palette,0.18,@community/feedback-dark-mode-rollout,0.4,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/dark-mode-desaturate-accents,modules,@M02,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@anthropic-impeccable/fact-dark-mode-not-inverted-light,0.18,@community/feedback-dark-mode-rollout,0.4,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/dark-mode-is-re-palette,modules,@M02,principle,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@anthropic-impeccable/fact-dark-mode-not-inverted-light,0.193,@community/feedback-dark-mode-rollout,0.4,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/dark-mode-off-white-text,modules,@M02,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/constraint-no-pure-black-text,0.217,@community/feedback-dark-mode-rollout,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/dark-mode-preserve-image-content,modules,@M02,constraint,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-adaptive-images-dark-mode,0.188,@community/feedback-dark-mode-rollout,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/dark-mode-semantic-remap,modules,@M02,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-color-dark-mode-pairing,0.15,@community/feedback-dark-mode-rollout,0.4,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/dark-mode-shadows,modules,@M02,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-whisper-shadows,0.186,@community/feedback-dark-mode-rollout,0.5,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/dark-mode-surfaces-elevate-by-lightening,modules,@M02,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@anthropic-impeccable/template-dark-mode-surface-hierarchy,0.246,@community/feedback-dark-mode-rollout,0.333,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M02/dark-on-dark-contrast-pitfall,modules,@M02,anti-pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/pattern-color-dark-mode-pairing,0.163,@community/rule-prefers-contrast,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
